name,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_km_per_ltr,engine,max_power_bhp,seats,brand,car_age,brand_category,km_per_year,price_per_km,power_to_engine_ratio
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,850000,60000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,Ford,7,Non-Luxury,8571.42857142857,14.166666666666666,0.06581441922563418
Maruti Swift Dzire ZXI,650000,70000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,7,Non-Luxury,10000.0,9.285714285714286,0.06945697577276524
Hyundai Verna CRDi,120000,120000.0,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,Hyundai,16,Non-Luxury,7500.0,1.0,0.07367716008037509
Mahindra TUV 300 T8,730000,65100.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,Mahindra,8,Non-Luxury,8137.5,11.213517665130569,0.06697923643670463
Maruti Ignis 1.2 AMT Delta BSIV,525000,20000.0,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,Maruti,5,Non-Luxury,4000.0,26.25,0.0683375104427736
Hyundai i20 Active 1.4 SX,600000,108000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,Hyundai,9,Non-Luxury,12000.0,5.555555555555555,0.06356017191977077
Maruti Swift LXI,500000,15000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,Maruti,5,Non-Luxury,3000.0,33.333333333333336,0.0683375104427736
Hyundai Santro Xing GLS,150000,77000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,Hyundai,15,Non-Luxury,5133.333333333333,1.948051948051948,0.057182320441988954
Maruti Wagon R VXI BS IV,409999,18500.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,9,Non-Luxury,2055.5555555555557,22.162108108108107,0.06717434869739479
Mahindra TUV 300 T8,625000,120000.0,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,Mahindra,8,Non-Luxury,15000.0,5.208333333333333,0.06697923643670463
Renault KWID RXT,290000,15200.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,9,Non-Luxury,1688.888888888889,19.07894736842105,0.06670838548185232
Honda Mobilio V i VTEC,500000,35000.0,Petrol,Individual,Manual,First Owner,17.3,1497.0,117.3,7.0,Honda,9,Non-Luxury,3888.8888888888887,14.285714285714286,0.0783567134268537
Hyundai Verna 1.6 SX,475000,80000.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,Hyundai,13,Non-Luxury,6153.846153846154,5.9375,0.07984829329962073
Hyundai EON Era Plus,190000,70000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,11,Non-Luxury,6363.636363636364,2.7142857142857144,0.06781326781326781
Mahindra XUV500 W6 2WD,750000,80000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,10,Non-Luxury,8000.0,9.375,0.06424965580541533
Nissan Terrano XV 110 PS,525000,120000.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,Nissan,10,Non-Luxury,12000.0,4.375,0.07426420260095824
Chevrolet Cruze LTZ,495000,82000.0,Diesel,Individual,Manual,Third Owner,17.3,1998.0,163.7,5.0,Chevrolet,12,Non-Luxury,6833.333333333333,6.036585365853658,0.08193193193193192
Honda City 1.5 V AT,321000,60000.0,Petrol,Individual,Automatic,Second Owner,16.8,1497.0,118.0,5.0,Honda,14,Non-Luxury,4285.714285714285,5.35,0.0788243152972612
Toyota Etios Liva 1.2 V Dual Tone,585000,50000.0,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5.0,Toyota,7,Non-Luxury,7142.857142857143,11.7,0.06591478696741855
Ford Figo Diesel EXI,225000,70000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,Ford,13,Non-Luxury,5384.615384615385,3.2142857142857144,0.04860614724803431
Honda Amaze E i-DTEC,500000,70000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,7,Non-Luxury,10000.0,7.142857142857143,0.06582109479305741
Hyundai i20 1.4 CRDi Asta,350000,90000.0,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90.0,5.0,Hyundai,13,Non-Luxury,6923.076923076923,3.888888888888889,0.06446991404011461
Maruti Ertiga SHVS LDI Option,756000,70000.0,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,Maruti,8,Non-Luxury,8750.0,10.8,0.07091346153846154
Maruti Alto 800 VXI,240000,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,Maruti,10,Non-Luxury,5000.0,4.8,0.059422110552763814
Maruti Omni 8 Seater BSII,80000,120000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,35.0,8.0,Maruti,12,Non-Luxury,10000.0,0.6666666666666666,0.04396984924623116
Hyundai i20 Active S Petrol,800000,5000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,Hyundai,5,Non-Luxury,1000.0,160.0,0.0683876357560568
Tata Hexa XE,1250000,25000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,7.0,Tata,6,Non-Luxury,4166.666666666667,50.0,0.06789352914180817
Mahindra Scorpio VLS 2.2 mHawk,320000,80000.0,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,7.0,Mahindra,15,Non-Luxury,5333.333333333333,4.0,0.05507113354749885
Hyundai Grand i10 Sportz,509999,25000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,7,Non-Luxury,3571.4285714285716,20.39996,0.06850459482038429
Tata Zest Quadrajet 1.3 75PS XE,650000,15000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,Tata,5,Non-Luxury,3000.0,43.333333333333336,0.05929487179487179
Maruti Alto K10 2010-2014 VXI,210000,35000.0,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,Maruti,13,Non-Luxury,2692.3076923076924,6.0,0.06723446893787574
Maruti Alto LXi,110000,80000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,16,Non-Luxury,5000.0,1.375,0.05816582914572864
Tata Nexon 1.5 Revotorq XE,665000,25000.0,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,Tata,7,Non-Luxury,3571.4285714285716,26.6,0.07247828991315965
Volkswagen Ameo 1.5 TDI Comfortline,555000,52000.0,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,Volkswagen,7,Non-Luxury,7428.571428571428,10.673076923076923,0.07251001335113486
Volkswagen Ameo 1.5 TDI Comfortline,560000,52000.0,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,Volkswagen,7,Non-Luxury,7428.571428571428,10.76923076923077,0.07251001335113486
Mahindra KUV 100 mFALCON D75 K6 Plus,375000,80000.0,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,Mahindra,8,Non-Luxury,10000.0,4.6875,0.0642737896494157
Maruti Swift VDI BSIV W ABS,290000,77000.0,Diesel,Individual,Manual,Second Owner,20.0,1197.0,81.83,5.0,Maruti,13,Non-Luxury,5923.076923076923,3.7662337662337664,0.06836257309941521
Toyota Fortuner 2.8 4WD AT BSIV,2950000,50000.0,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,Toyota,7,Non-Luxury,7142.857142857143,59.0,0.0633393829401089
Maruti Swift Dzire VDI,605000,127000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,7,Non-Luxury,18142.85714285714,4.7637795275590555,0.05931089743589743
Honda WR-V i-VTEC VX,720000,30000.0,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,Honda,7,Non-Luxury,4285.714285714285,24.0,0.07397831526271893
Maruti Ertiga SHVS ZDI Plus,800000,70000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,Maruti,7,Non-Luxury,10000.0,11.428571428571429,0.07091346153846154
Mahindra XUV500 W10 2WD,1325000,54000.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,Mahindra,7,Non-Luxury,7714.285714285715,24.537037037037038,0.06424965580541533
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,625000,120000.0,Diesel,Individual,Manual,Second Owner,10.5,2835.0,116.9,6.0,Mitsubishi,13,Non-Luxury,9230.76923076923,5.208333333333333,0.04123456790123457
Hyundai i20 1.4 CRDi Sportz,350000,116500.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,Hyundai,13,Non-Luxury,8961.538461538461,3.004291845493562,0.06446991404011461
Toyota Innova 2.5 G (Diesel) 8 Seater,600000,145000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.0,8.0,Toyota,12,Non-Luxury,12083.333333333334,4.137931034482759,0.040096230954290296
Hyundai i20 Sportz 1.2,300000,120000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,Hyundai,12,Non-Luxury,10000.0,2.5,0.06921470342522974
Tata New Safari DICOR 2.2 VX 4x2 BS IV,240000,120000.0,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.1,7.0,Tata,13,Non-Luxury,9230.76923076923,2.0,0.06337769619091325
Ford Figo 1.5D Trend MT,377000,80000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,8,Non-Luxury,10000.0,4.7125,0.06608811748998665
Maruti Ertiga VXI,450000,140000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,Maruti,11,Non-Luxury,12727.272727272728,3.2142857142857144,0.06824471959213402
Hyundai Verna Xi (Petrol),160000,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,Hyundai,16,Non-Luxury,6250.0,1.6,0.06454033771106941
Hyundai Xcent 1.2 VTVT E,525000,100000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,5,Non-Luxury,20000.0,5.25,0.0683876357560568
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,550000,168000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,13,Non-Luxury,12923.076923076924,3.2738095238095237,0.0408981555733761
Chevrolet Cruze LTZ,270000,120000.0,Diesel,Individual,Manual,Third Owner,18.3,1991.0,147.9,5.0,Chevrolet,14,Non-Luxury,8571.42857142857,2.25,0.07428427925665496
Toyota Etios GD,570000,145000.0,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,Toyota,8,Non-Luxury,18125.0,3.9310344827586206,0.04915689149560117
Ford Figo Diesel Titanium,225000,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,Ford,13,Non-Luxury,6923.076923076923,2.5,0.04860614724803431
Hyundai Xcent 1.2 VTVT S,590000,90000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,Hyundai,5,Non-Luxury,18000.0,6.555555555555555,0.0683876357560568
Jeep Compass 2.0 Longitude Option BSIV,1675000,80000.0,Diesel,Individual,Manual,First Owner,17.1,1956.0,170.0,5.0,Jeep,6,Non-Luxury,13333.333333333334,20.9375,0.0869120654396728
Ford Aspire Titanium BSIV,800000,33000.0,Petrol,Dealer,Manual,First Owner,19.4,1194.0,94.93,5.0,Ford,5,Non-Luxury,6600.0,24.242424242424242,0.07950586264656617
Chevrolet Sail 1.2 LS ABS,450000,13500.0,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.4,5.0,Chevrolet,10,Non-Luxury,1350.0,33.333333333333336,0.06872393661384488
Tata Indigo LX,300000,80000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,Tata,12,Non-Luxury,6666.666666666667,3.75,0.0498220640569395
Hyundai i20 1.2 Spotz,645000,20000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,7,Non-Luxury,2857.1428571428573,32.25,0.06836257309941521
Maruti Swift Dzire VDI,520000,58000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,Maruti,11,Non-Luxury,5272.727272727273,8.96551724137931,0.05929487179487179
Hyundai EON Magna Plus,200000,40000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,11,Non-Luxury,3636.3636363636365,5.0,0.06781326781326781
Honda City i VTEC V,700000,30000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,Honda,9,Non-Luxury,3333.3333333333335,23.333333333333332,0.0783567134268537
Maruti 800 AC,45000,50000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,24,Non-Luxury,2083.3333333333335,0.9,0.04648241206030151
Ford Figo Aspire 1.5 TDCi Ambiente,459999,73000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,Ford,8,Non-Luxury,9125.0,6.301356164383562,0.06608811748998665
Maruti Ritz VDi,325000,90000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,Maruti,10,Non-Luxury,9000.0,3.611111111111111,0.05924679487179487
Maruti Wagon R VXI BS IV,350000,50000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,Maruti,9,Non-Luxury,5555.555555555556,7.0,0.06717434869739479
Hyundai Verna 1.6 CRDI,440000,80000.0,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.3,5.0,Hyundai,13,Non-Luxury,6153.846153846154,5.5,0.07983565107458912
Hyundai i20 1.4 CRDi Magna,320000,70000.0,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5.0,Hyundai,13,Non-Luxury,5384.615384615385,4.571428571428571,0.06446991404011461
Chevrolet Spark 1.0 LS,169000,41000.0,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,13,Non-Luxury,3153.846153846154,4.121951219512195,0.062311557788944726
Volkswagen Polo Petrol Comfortline 1.2L,350000,50000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.47,1198.0,73.9,5.0,Volkswagen,11,Non-Luxury,4545.454545454545,7.0,0.06168614357262104
Ford Classic 1.4 Duratorq Titanium,350000,113226.0,Diesel,Dealer,Manual,First Owner,19.68,1399.0,67.0,5.0,Ford,10,Non-Luxury,11322.6,3.0911628071291046,0.04789135096497498
Ford Figo Diesel Celebration Edition,310000,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,Ford,11,Non-Luxury,8181.818181818182,3.4444444444444446,0.04867762687634024
Maruti Swift 1.3 VXi,150000,70000.0,Petrol,Individual,Manual,Third Owner,18.9,1197.0,81.83,5.0,Maruti,17,Non-Luxury,4117.64705882353,2.142857142857143,0.06836257309941521
Mahindra Scorpio M2DI,420000,160500.0,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179.0,115.0,5.0,Mahindra,14,Non-Luxury,11464.285714285714,2.616822429906542,0.05277650298301973
Maruti Ciaz AT ZXi,685000,30000.0,Petrol,Individual,Automatic,First Owner,19.12,1373.0,91.1,5.0,Maruti,9,Non-Luxury,3333.3333333333335,22.833333333333332,0.0663510560815732
Renault Duster 4x4,560000,132000.0,Diesel,Individual,Manual,Second Owner,19.72,1461.0,108.45,5.0,Renault,10,Non-Luxury,13200.0,4.242424242424242,0.0742299794661191
Maruti Swift VDI,470000,120000.0,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,Maruti,11,Non-Luxury,10909.09090909091,3.9166666666666665,0.05929487179487179
Hyundai Verna Transform VTVT,380000,80000.0,Petrol,Individual,Manual,Second Owner,16.2,1599.0,103.2,5.0,Hyundai,13,Non-Luxury,6153.846153846154,4.75,0.06454033771106941
Mahindra Scorpio 1.99 S6 Plus,670000,57000.0,Diesel,Individual,Manual,Second Owner,15.4,1997.0,120.0,7.0,Mahindra,9,Non-Luxury,6333.333333333333,11.75438596491228,0.06009013520280421
Maruti Swift Dzire LXI 1.2 BS IV,550000,5000.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,6,Non-Luxury,833.3333333333334,110.0,0.0683375104427736
Hyundai Verna 1.6 VTVT SX,749000,25000.0,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,Hyundai,8,Non-Luxury,3125.0,29.96,0.07624135763670647
Hyundai Creta 1.6 CRDi SX Option,899000,80000.0,Diesel,Individual,Manual,Second Owner,19.67,1582.0,126.2,5.0,Hyundai,9,Non-Luxury,8888.888888888889,11.2375,0.0797724399494311
Chevrolet Optra Magnum 2.0 LS BSIII,290000,88000.0,Diesel,Individual,Manual,Third Owner,16.52,1991.0,123.7,5.0,Chevrolet,13,Non-Luxury,6769.2307692307695,3.2954545454545454,0.062129583124058266
Toyota Innova 2.5 VX (Diesel) 7 Seater,869999,217000.0,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,10,Non-Luxury,21700.0,4.00921198156682,0.04033680834001604
Datsun GO Plus A,350000,60000.0,Petrol,Individual,Manual,First Owner,20.62,1198.0,67.0,7.0,Datsun,9,Non-Luxury,6666.666666666667,5.833333333333333,0.055926544240400666
Maruti Swift Dzire VXI,500000,43000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,Maruti,7,Non-Luxury,6142.857142857143,11.627906976744185,0.06945697577276524
Skoda Rapid 1.5 TDI AT Ambition Plus,400000,77000.0,Diesel,Individual,Automatic,Second Owner,21.66,1498.0,103.6,5.0,Skoda,10,Non-Luxury,7700.0,5.194805194805195,0.0691588785046729
Renault KWID RXT,260000,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,8,Non-Luxury,3750.0,8.666666666666666,0.06670838548185232
Maruti Alto 800 LXI,220000,40000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,Maruti,9,Non-Luxury,4444.444444444444,5.5,0.059422110552763814
Chevrolet Enjoy TCDi LS 8 Seater,190000,139000.0,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.8,8.0,Chevrolet,10,Non-Luxury,13900.0,1.3669064748201438,0.05913461538461538
Hyundai Grand i10 Magna,400000,80000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,8,Non-Luxury,10000.0,5.0,0.06850459482038429
Chevrolet Beat Diesel LT Option,170000,76000.0,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5.0,Chevrolet,10,Non-Luxury,7600.0,2.236842105263158,0.060149572649572644
Hyundai Elite i20 Magna Plus BSIV,650000,3500.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,Hyundai,5,Non-Luxury,700.0,185.71428571428572,0.0683876357560568
Maruti 800 AC BSIII,60000,62000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,17,Non-Luxury,3647.0588235294117,0.967741935483871,0.04648241206030151
Tata New Safari 4X2,300000,110000.0,Petrol,Individual,Manual,Second Owner,12.0,2092.0,127.0,7.0,Tata,17,Non-Luxury,6470.588235294118,2.727272727272727,0.0607074569789675
Chevrolet Spark 1.0 LT,125000,40000.0,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,5.0,Chevrolet,12,Non-Luxury,3333.3333333333335,3.125,0.06241206030150754
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),130000,120000.0,Diesel,Individual,Manual,Second Owner,20.0,1396.0,88.73,5.0,Tata,11,Non-Luxury,10909.09090909091,1.0833333333333333,0.06356017191977077
Mahindra XUV500 W6 2WD,500000,1500000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,Mahindra,12,Non-Luxury,125000.0,0.3333333333333333,0.06424965580541533
Maruti Alto LX,170000,70000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,Maruti,13,Non-Luxury,5384.615384615385,2.4285714285714284,0.05816582914572864
Maruti Swift Dzire LDi,310000,77000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,12,Non-Luxury,6416.666666666667,4.025974025974026,0.059214743589743594
Chevrolet Spark 1.0 LT,130000,110000.0,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,Chevrolet,13,Non-Luxury,8461.538461538461,1.1818181818181819,0.062311557788944726
Maruti Wagon R VXI Optional,465000,20000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,8,Non-Luxury,2500.0,23.25,0.06717434869739479
Mahindra Jeep MM 540,160000,90000.0,Diesel,Individual,Manual,Third Owner,20.0,2179.0,140.0,7.0,Mahindra,29,Non-Luxury,3103.448275862069,1.7777777777777777,0.06424965580541533
Mercedes-Benz E-Class E270 CDI,800000,120005.0,Diesel,Individual,Automatic,Second Owner,11.0,2987.0,198.5,5.0,Mercedes-Benz,19,Luxury,6316.0526315789475,6.666388900462481,0.06645463675929025
Maruti Alto K10 Knightracer,260000,16830.0,Petrol,Individual,Manual,First Owner,20.2,998.0,67.1,5.0,Maruti,12,Non-Luxury,1402.5,15.448603683897801,0.06723446893787574
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,500000,70000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,11,Non-Luxury,6363.636363636364,7.142857142857143,0.02497027348394768
Renault KWID 1.0 RXT 02 Anniversary Edition,325000,38000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,Renault,7,Non-Luxury,5428.571428571428,8.552631578947368,0.06706706706706707
Mahindra Bolero 2011-2019 DI NON AC BS III White,400000,80000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,11,Non-Luxury,7272.727272727273,5.0,0.02497027348394768
Toyota Fortuner 2.8 4WD MT BSIV,3200000,50000.0,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7.0,Toyota,6,Non-Luxury,8333.333333333334,64.0,0.0633393829401089
Tata Indica V2 DLE BSIII,200000,50000.0,Diesel,Individual,Manual,First Owner,17.88,1396.0,52.8,5.0,Tata,17,Non-Luxury,2941.176470588235,4.0,0.03782234957020057
Mahindra Quanto C2,450000,52000.0,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7.0,Mahindra,11,Non-Luxury,4727.272727272727,8.653846153846153,0.06697923643670463
Tata Indigo V BSIII,229999,50000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,Tata,12,Non-Luxury,4166.666666666667,4.59998,0.0498220640569395
Hyundai EON Magna Plus,340000,30000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,8,Non-Luxury,3750.0,11.333333333333334,0.06781326781326781
Mahindra Bolero 2011-2019 SLE BSIII,550000,103000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,10,Non-Luxury,10300.0,5.339805825242719,0.02461355529131986
Ford Endeavour 3.0L 4X4 AT,975000,93468.0,Diesel,Individual,Automatic,Second Owner,11.4,2953.0,153.86,7.0,Ford,13,Non-Luxury,7189.846153846154,10.431377583771987,0.05210294615645107
Volkswagen Jetta 1.6 Trendline,225000,80000.0,Petrol,Individual,Manual,Second Owner,14.0,1595.0,102.0,5.0,Volkswagen,14,Non-Luxury,5714.285714285715,2.8125,0.06394984326018809
Tata Indigo eCS VX BSIV,280000,70000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,Tata,11,Non-Luxury,6363.636363636364,4.0,0.0494269340974212
Tata Indigo CS eLX BS IV,259000,35000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,12,Non-Luxury,2916.6666666666665,7.4,0.0494269340974212
Toyota Fortuner 2.8 4WD AT BSIV,3200000,60000.0,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,Toyota,6,Non-Luxury,10000.0,53.333333333333336,0.0633393829401089
Mahindra XUV500 W10 1.99 mHawk,1400000,30000.0,Diesel,Individual,Manual,First Owner,16.0,1997.0,140.0,7.0,Mahindra,6,Non-Luxury,5000.0,46.666666666666664,0.0701051577366049
Ford Figo 1.5P Titanium AT,416000,40000.0,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,5.0,Ford,9,Non-Luxury,4444.444444444444,10.4,0.07364909939959974
Tata Manza ELAN Quadrajet BS III,250000,70000.0,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0,Tata,13,Non-Luxury,5384.615384615385,3.5714285714285716,0.07211538461538461
Tata Manza Aura (ABS) Quadrajet BS IV,210000,120000.0,Diesel,Individual,Manual,First Owner,21.12,1248.0,88.8,5.0,Tata,14,Non-Luxury,8571.42857142857,1.75,0.07115384615384615
Mahindra Scorpio VLX 2WD BSIII,290000,120000.0,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,Mahindra,16,Non-Luxury,7500.0,2.4166666666666665,0.05507113354749885
Tata Indigo CS eLS BS IV,220000,90000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,Tata,12,Non-Luxury,7500.0,2.4444444444444446,0.0494269340974212
Tata Indigo eCS LX BSIV,246000,35000.0,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,Tata,12,Non-Luxury,2916.6666666666665,7.0285714285714285,0.0494269340974212
Maruti Omni E MPI STD BS IV,260000,30000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,Maruti,6,Non-Luxury,5000.0,8.666666666666666,0.04296482412060302
Hyundai Creta 1.4 CRDi S,1050000,70000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,Hyundai,6,Non-Luxury,11666.666666666666,15.0,0.06353868194842408
Maruti Swift VXI Optional,550000,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,Maruti,8,Non-Luxury,2500.0,27.5,0.0683375104427736
Tata Indigo CS LX (TDI) BS-III,450000,70000.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,Tata,7,Non-Luxury,10000.0,6.428571428571429,0.04911743772241993
Honda City i VTEC VX,773000,65000.0,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,Honda,8,Non-Luxury,8125.0,11.892307692307693,0.0783567134268537
Tata Tiago 1.2 Revotron XZ,450000,25000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,Tata,7,Non-Luxury,3571.4285714285716,18.0,0.07005838198498748
Maruti Eeco 5 Seater AC BSIV,409999,10000.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,Maruti,5,Non-Luxury,2000.0,40.9999,0.061036789297658864
Maruti 800 Std MPFi,45000,35000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37.0,4.0,Maruti,21,Non-Luxury,1666.6666666666667,1.2857142857142858,0.04648241206030151
Nissan Teana XL,600000,80000.0,Petrol,Individual,Automatic,Second Owner,11.07,2496.0,179.5,5.0,Nissan,10,Non-Luxury,8000.0,7.5,0.0719150641025641
Chevrolet Beat LT,250000,63000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,Chevrolet,14,Non-Luxury,4500.0,3.9682539682539684,0.06622185154295246
Tata Indica V2 DLS TC,70000,100000.0,Diesel,Individual,Manual,First Owner,16.8,1405.0,62.0,5.0,Tata,16,Non-Luxury,6250.0,0.7,0.04412811387900356
Maruti Wagon R VXI BS IV,430000,16589.0,Petrol,Trustmark Dealer,Manual,First Owner,20.51,998.0,67.04,5.0,Maruti,6,Non-Luxury,2764.8333333333335,25.920790885526554,0.06717434869739479
